Zip Code,Official USPS city name,Official USPS State Code,Lat,Lang
98104,Seattle,WA,47.60169,-122.32849
95315,Delhi,CA,37.4236,-120.77147
95605,West Sacramento,CA,38.59294,-121.5391
98663,Vancouver,WA,45.65399,-122.66253
93543,Littlerock,CA,34.48918,-117.97085
90716,Hawaiian Gardens,CA,33.83049,-118.07302
95304,Tracy,CA,37.67832,-121.3999
98363,Port Angeles,WA,48.01057,-123.87548
95540,Fortuna,CA,40.57866,-124.13648
94805,Richmond,CA,37.94279,-122.32296
97415,Brookings,OR,42.13701,-124.23586
93514,Bishop,CA,37.50147,-118.40493
94108,San Francisco,CA,37.79203,-122.40864
93221,Exeter,CA,36.29501,-119.02605
95388,Winton,CA,37.41812,-120.59158
98903,Yakima,WA,46.53886,-121.02662
95368,Salida,CA,37.71618,-121.09002
97141,Tillamook,OR,45.47146,-123.7552
93723,Fresno,CA,36.78624,-119.95324
91377,Oak Park,CA,34.18496,-118.76687
93505,California City,CA,35.16646,-117.88815
97089,Damascus,OR,45.42549,-122.44332
95817,Sacramento,CA,38.55059,-121.45643
98360,Orting,WA,47.03026,-122.15928
97232,Portland,OR,45.52919,-122.64377
94517,Clayton,CA,37.89022,-121.87842
97459,North Bend,OR,43.48361,-124.17284
92408,San Bernardino,CA,34.08448,-117.26588
98579,Rochester,WA,46.79802,-123.11937
92014,Del Mar,CA,32.96686,-117.24799
93433,Grover Beach,CA,35.12059,-120.61911
94705,Berkeley,CA,37.86522,-122.23818
98101,Seattle,WA,47.6113,-122.33465
99350,Prosser,WA,46.18027,-119.70516
95030,Los Gatos,CA,37.22311,-121.98395
98077,Woodinville,WA,47.75293,-122.05826
97403,Eugene,OR,44.03582,-123.05299
91108,San Marino,CA,34.12234,-118.11341
97408,Eugene,OR,44.14466,-123.05446
90212,Beverly Hills,CA,34.06217,-118.40194
95360,Newman,CA,37.29165,-121.22571
93636,Madera,CA,36.98231,-119.87311
98948,Toppenish,WA,46.28525,-120.32839
97448,Junction City,OR,44.21054,-123.2815
94904,Greenbrae,CA,37.94522,-122.56278
95490,Willits,CA,39.49709,-123.33932
93204,Avenal,CA,35.92646,-120.08639
93640,Mendota,CA,36.67424,-120.44196
98674,Woodland,WA,45.94333,-122.66499
99201,Spokane,WA,47.66272,-117.43614
99114,Colville,WA,48.65406,-117.7396
93923,Carmel,CA,36.45757,-121.84387
98057,Renton,WA,47.47142,-122.22029
95320,Escalon,CA,37.82528,-121.01347
97503,White City,OR,42.59042,-122.92747
99006,Deer Park,WA,47.98298,-117.50225
93730,Fresno,CA,36.90317,-119.75488
92075,Solana Beach,CA,32.99738,-117.25844
94920,Belvedere Tiburon,CA,37.88749,-122.46576
90293,Playa Del Rey,CA,33.95033,-118.43721
98951,Wapato,WA,46.45977,-120.51617
91105,Pasadena,CA,34.13821,-118.16677
97741,Madras,OR,44.6518,-121.05269
97739,La Pine,OR,43.69959,-121.46219
98660,Vancouver,WA,45.68772,-122.73187
90013,Los Angeles,CA,34.04481,-118.24033
92313,Grand Terrace,CA,34.031,-117.31288
97027,Gladstone,OR,45.38692,-122.59285
95742,Rancho Cordova,CA,38.57508,-121.19836
97221,Portland,OR,45.49797,-122.7278
94065,Redwood City,CA,37.53542,-122.24673
93908,Salinas,CA,36.63429,-121.60685
92625,Corona Del Mar,CA,33.60216,-117.86558
95954,Magalia,CA,39.89153,-121.58525
97814,Baker City,OR,44.82656,-117.76251
90040,Los Angeles,CA,33.99353,-118.14907
93301,Bakersfield,CA,35.38451,-119.02082
98848,Quincy,WA,47.17238,-119.8433
97361,Monmouth,OR,44.7692,-123.33919
99019,Liberty Lake,WA,47.64281,-117.07648
98148,Seattle,WA,47.44375,-122.32508
95832,Sacramento,CA,38.44506,-121.49648
93614,Coarsegold,CA,37.20791,-119.73322
94709,Berkeley,CA,37.87927,-122.26689
97862,Milton Freewater,OR,45.92342,-118.31008
98019,Duvall,WA,47.73961,-121.84941
95948,Gridley,CA,39.34384,-121.76035
95814,Sacramento,CA,38.58045,-121.49498
90402,Santa Monica,CA,34.03561,-118.50364
97210,Portland,OR,45.54692,-122.73
94707,Berkeley,CA,37.89833,-122.27918
95357,Modesto,CA,37.66794,-120.88045
92055,Camp Pendleton,CA,33.38774,-117.44483
93646,Orange Cove,CA,36.6447,-119.28916
97056,Scappoose,OR,45.78126,-122.9547
90248,Gardena,CA,33.87669,-118.2835
95451,Kelseyville,CA,38.93284,-122.80414
95640,Ione,CA,38.32956,-120.94261
90755,Signal Hill,CA,33.80289,-118.16772
98424,Fife,WA,47.23435,-122.35193
98329,Gig Harbor,WA,47.37783,-122.72546
98528,Belfair,WA,47.44215,-122.89179
98580,Roy,WA,46.99631,-122.51612
92007,Cardiff By The Sea,CA,33.0219,-117.2735
93647,Orosi,CA,36.59101,-119.16702
98446,Tacoma,WA,47.1297,-122.37423
94708,Berkeley,CA,37.90265,-122.26195
94965,Sausalito,CA,37.84993,-122.52355
92314,Big Bear City,CA,34.26095,-116.81304
95453,Lakeport,CA,39.04561,-122.93731
97365,Newport,OR,44.66872,-124.01448
98550,Hoquiam,WA,47.10384,-123.9367
98823,Ephrata,WA,47.32197,-119.63358
97351,Independence,OR,44.83831,-123.17489
91207,Glendale,CA,34.18361,-118.25864
95073,Soquel,CA,37.0423,-121.92994
95425,Cloverdale,CA,38.81932,-123.04213
98390,Sumner,WA,47.20999,-122.22801
91024,Sierra Madre,CA,34.16871,-118.05036
95953,Live Oak,CA,39.2509,-121.7739
93442,Morro Bay,CA,35.40216,-120.80287
94105,San Francisco,CA,37.78978,-122.39387
95338,Mariposa,CA,37.50978,-119.98252
95012,Castroville,CA,36.77657,-121.75298
93109,Santa Barbara,CA,34.40649,-119.72656
98328,Eatonville,WA,46.86578,-122.17373
93223,Farmersville,CA,36.30456,-119.205
91502,Burbank,CA,34.17676,-118.30922
97138,Seaside,OR,45.90188,-123.67147
92567,Nuevo,CA,33.81232,-117.1048
94571,Rio Vista,CA,38.15822,-121.74043
95386,Waterford,CA,37.66919,-120.63945
91978,Spring Valley,CA,32.72416,-116.9424
95694,Winters,CA,38.55591,-122.00675
95064,Santa Cruz,CA,36.9911,-122.05902
95713,Colfax,CA,39.08996,-120.91606
98541,Elma,WA,47.06045,-123.39138
93108,Santa Barbara,CA,34.44816,-119.62043
94572,Rodeo,CA,38.03198,-122.25077
95322,Gustine,CA,37.17019,-121.01674
97024,Fairview,OR,45.54724,-122.44146
93622,Firebaugh,CA,36.80934,-120.5792
98070,Vashon,WA,47.41219,-122.4726
97457,Myrtle Creek,OR,43.05435,-123.22019
93219,Earlimart,CA,35.87439,-119.28097
96019,Shasta Lake,CA,40.67917,-122.37743
93701,Fresno,CA,36.74968,-119.78766
95326,Hughson,CA,37.59044,-120.85286
97426,Creswell,OR,43.89992,-123.0367
97383,Stayton,OR,44.79361,-122.72171
95119,San Jose,CA,37.22893,-121.78599
99021,Mead,WA,47.84824,-117.18953
97023,Estacada,OR,45.23533,-122.2261
98346,Kingston,WA,47.8185,-122.53234
99320,Benton City,WA,46.26522,-119.48767
93286,Woodlake,CA,36.47024,-119.10553
92310,Fort Irwin,CA,35.26144,-116.69033
94925,Corte Madera,CA,37.92376,-122.5128
90094,Playa Vista,CA,33.97539,-118.417
92657,Newport Coast,CA,33.59561,-117.83209
98247,Everson,WA,48.908,-122.32248
92254,Mecca,CA,33.54474,-115.99414
96097,Yreka,CA,41.75581,-122.67266
97367,Lincoln City,OR,44.91557,-123.97531
99324,College Place,WA,46.04264,-118.38662
97479,Sutherlin,OR,43.40238,-123.1998
98252,Granite Falls,WA,48.07309,-121.68949
95006,Boulder Creek,CA,37.16994,-122.14742
93546,Mammoth Lakes,CA,37.58419,-118.8523
95033,Los Gatos,CA,37.16017,-121.98213
98327,Dupont,WA,47.10126,-122.66074
98611,Castle Rock,WA,46.30812,-122.89524
92252,Joshua Tree,CA,34.16837,-116.2884
98418,Tacoma,WA,47.22323,-122.44647
98841,Omak,WA,48.35883,-119.26948
99349,Mattawa,WA,46.73155,-119.70123
93465,Templeton,CA,35.54014,-120.73303
93926,Gonzales,CA,36.52922,-121.40769
92359,Mentone,CA,34.08318,-117.06638
98629,La Center,WA,45.88169,-122.61413
97487,Veneta,OR,43.98617,-123.39091
93644,Oakhurst,CA,37.37857,-119.62883
98606,Brush Prairie,WA,45.72973,-122.45637
95946,Penn Valley,CA,39.21537,-121.20124
99005,Colbert,WA,47.84425,-117.36623
94931,Cotati,CA,38.32462,-122.71597
93620,Dos Palos,CA,37.02486,-120.62881
95010,Capitola,CA,36.97722,-121.95476
99022,Medical Lake,WA,47.60157,-117.71132
94574,Saint Helena,CA,38.53569,-122.39274
92320,Calimesa,CA,33.99042,-117.05205
94930,Fairfax,CA,37.96513,-122.61276
97370,Philomath,OR,44.56894,-123.46029
90014,Los Angeles,CA,34.04308,-118.25169
92250,Holtville,CA,32.82385,-115.23944
91020,Montrose,CA,34.21129,-118.23072
99156,Newport,WA,48.1848,-117.19075
97009,Boring,OR,45.42427,-122.33785
91935,Jamul,CA,32.70882,-116.79053
99026,Nine Mile Falls,WA,47.81146,-117.62775
95065,Santa Cruz,CA,37.03154,-121.98329
97540,Talent,OR,42.19974,-122.80854
94158,San Francisco,CA,37.76976,-122.3876
95726,Pollock Pines,CA,38.80334,-120.51647
97378,Sheridan,OR,45.07352,-123.42961
92655,Midway City,CA,33.74514,-117.98493
90077,Los Angeles,CA,34.10546,-118.45615
95324,Hilmar,CA,37.39508,-120.89377
95988,Willows,CA,39.50503,-122.27429
93449,Pismo Beach,CA,35.158,-120.65072
98403,Tacoma,WA,47.26595,-122.4585
98250,Friday Harbor,WA,48.55815,-123.0915
93625,Fowler,CA,36.62455,-119.67187
90211,Beverly Hills,CA,34.06502,-118.38304
97882,Umatilla,OR,45.89984,-119.35522
92325,Crestline,CA,34.24332,-117.2811
95327,Jamestown,CA,37.86072,-120.47968
93463,Solvang,CA,34.62188,-120.14167
97759,Sisters,OR,44.3772,-121.78388
98563,Montesano,WA,47.20859,-123.60306
94710,Berkeley,CA,37.86734,-122.30312
92249,Heber,CA,32.72559,-115.47265
92548,Homeland,CA,33.75866,-117.10946
98596,Winlock,WA,46.4957,-122.95323
97048,Rainier,OR,46.04457,-122.98087
97496,Winston,OR,43.05776,-123.49006
92067,Rancho Santa Fe,CA,33.02141,-117.19383
92241,Desert Hot Springs,CA,33.85305,-116.30055
98620,Goldendale,WA,45.87202,-120.77468
95005,Ben Lomond,CA,37.09905,-122.08716
98589,Tenino,WA,46.83933,-122.81146
93721,Fresno,CA,36.73291,-119.78374
90056,Los Angeles,CA,33.98809,-118.37033
93510,Acton,CA,34.46514,-118.21418
95932,Colusa,CA,39.27203,-121.9988
98815,Cashmere,WA,47.48374,-120.47431
95220,Acampo,CA,38.19719,-121.23825
98826,Leavenworth,WA,47.7875,-120.85453
92233,Calipatria,CA,33.17378,-115.55954
94515,Calistoga,CA,38.62483,-122.61865
97537,Rogue River,OR,42.54655,-123.14123
97205,Portland,OR,45.519,-122.70202
93434,Guadalupe,CA,34.9226,-120.60163
94027,Atherton,CA,37.45321,-122.20406
95019,Freedom,CA,36.9355,-121.7832
95139,San Jose,CA,37.22495,-121.76414
93234,Huron,CA,36.19126,-120.09009
97411,Bandon,OR,43.07421,-124.35919
98577,Raymond,WA,46.64218,-123.60769
98354,Milton,WA,47.25027,-122.31469
98239,Coupeville,WA,48.1916,-122.66083
93022,Oak View,CA,34.40734,-119.30566
98337,Bremerton,WA,47.56861,-122.63088
98675,Yacolt,WA,45.827,-122.34442
98294,Sultan,WA,47.87617,-121.74479
94028,Portola Valley,CA,37.37857,-122.21545
98047,Pacific,WA,47.26208,-122.24756
90401,Santa Monica,CA,34.01545,-118.49248
93445,Oceano,CA,35.03049,-120.62024
95642,Jackson,CA,38.34262,-120.76101
96067,Mount Shasta,CA,41.30912,-122.36782
98953,Zillah,WA,46.44227,-120.22679
99001,Airway Heights,WA,47.63652,-117.58632
95693,Wilton,CA,38.39999,-121.21256
95316,Denair,CA,37.55325,-120.71399
97392,Turner,OR,44.78939,-122.94136
97325,Aumsville,OR,44.83135,-122.85173
98465,Tacoma,WA,47.24823,-122.52906
97530,Jacksonville,OR,42.15192,-123.05757
98024,Fall City,WA,47.57493,-121.90112
98672,White Salmon,WA,45.81843,-121.46297
97760,Terrebonne,OR,44.39092,-121.23781
95631,Foresthill,CA,39.05606,-120.79093
95018,Felton,CA,37.07408,-122.05934
95658,Newcastle,CA,38.87953,-121.15382
93267,Strathmore,CA,36.15106,-119.05196
98014,Carnation,WA,47.66122,-121.89445
98936,Moxee,WA,46.53598,-120.14407
92276,Thousand Palms,CA,33.82232,-116.36424
94939,Larkspur,CA,37.93719,-122.53391
93591,Palmdale,CA,34.60184,-117.81218
92342,Helendale,CA,34.7584,-117.34944
98625,Kalama,WA,46.04237,-122.72783
97146,Warrenton,OR,46.13148,-123.91986
97423,Coquille,OR,43.19484,-124.17293
97002,Aurora,OR,45.23708,-122.79898
98388,Steilacoom,WA,47.19891,-122.66275
96094,Weed,CA,41.53313,-122.31791
98922,Cle Elum,WA,47.26931,-120.88143
92356,Lucerne Valley,CA,34.5107,-116.89677
99204,Spokane,WA,47.64564,-117.42712
97352,Jefferson,OR,44.75148,-123.03139
93924,Carmel Valley,CA,36.39891,-121.64066
98315,Silverdale,WA,47.72288,-122.71457
98331,Forks,WA,47.78437,-124.1851
99326,Connell,WA,46.64977,-118.8522
99027,Otis Orchards,WA,47.71042,-117.12622
92624,Capistrano Beach,CA,33.45927,-117.66566
93615,Cutler,CA,36.50334,-119.28633
93240,Lake Isabella,CA,35.61359,-118.44267
95683,Sloughhouse,CA,38.50764,-121.10153
98569,Ocean Shores,WA,47.00632,-124.15122
95811,Sacramento,CA,38.58747,-121.48516
95436,Forestville,CA,38.491,-122.91416
97016,Clatskanie,OR,46.05878,-123.2688
98402,Tacoma,WA,47.24859,-122.4387
93427,Buellton,CA,34.60889,-120.22383
97707,Bend,OR,43.8258,-121.49526
97446,Harrisburg,OR,44.26785,-123.0575
92372,Pinon Hills,CA,34.44481,-117.62514
95202,Stockton,CA,37.95945,-121.28754
95626,Elverta,CA,38.73297,-121.46801
98855,Tonasket,WA,48.67535,-119.27048
97391,Toledo,OR,44.62573,-123.89577
98816,Chelan,WA,47.99847,-120.32949
98236,Clinton,WA,47.95814,-122.40474
95987,Williams,CA,39.09609,-122.28249
95971,Quincy,CA,39.93721,-120.90026
95046,San Martin,CA,37.09614,-121.59504
93428,Cambria,CA,35.59032,-121.02929
92861,Villa Park,CA,33.81773,-117.81012
93656,Riverdale,CA,36.45516,-119.93595
95619,Diamond Springs,CA,38.6831,-120.81563
98260,Langley,WA,48.03069,-122.45086
90290,Topanga,CA,34.09588,-118.60707
97444,Gold Beach,OR,42.47962,-124.34441
98010,Black Diamond,WA,47.31309,-122.00055
92352,Lake Arrowhead,CA,34.26065,-117.20154
98443,Tacoma,WA,47.20462,-122.37412
95470,Redwood Valley,CA,39.31171,-123.24669
95467,Hidden Valley Lake,CA,38.80355,-122.54066
95709,Camino,CA,38.74883,-120.67938
98439,Lakewood,WA,47.12388,-122.50169
97523,Cave Junction,OR,42.12095,-123.57109
95249,San Andreas,CA,38.18985,-120.62658
98932,Granger,WA,46.33242,-120.16117
99025,Newman Lake,WA,47.78991,-117.08596
93256,Pixley,CA,35.96189,-119.31555
97535,Phoenix,OR,42.26775,-122.81147
99141,Kettle Falls,WA,48.73768,-118.14451
95912,Arbuckle,CA,39.01635,-122.06195
93270,Terra Bella,CA,35.95241,-119.07285
92363,Needles,CA,34.68325,-114.55044
93460,Santa Ynez,CA,34.64866,-120.02449
95672,Rescue,CA,38.72527,-120.99801
96101,Alturas,CA,41.45587,-120.53619
95692,Wheatland,CA,39.04589,-121.40381
92315,Big Bear Lake,CA,34.23501,-116.90509
97394,Waldport,OR,44.42605,-123.9772
93609,Caruthers,CA,36.52658,-119.8641
95446,Guerneville,CA,38.52662,-123.00418
95231,French Camp,CA,37.8739,-121.29004
95666,Pioneer,CA,38.53205,-120.36845
92003,Bonsall,CA,33.28568,-117.19872
92590,Temecula,CA,33.48466,-117.22262
98812,Brewster,WA,48.1445,-119.75284
97227,Portland,OR,45.54429,-122.67855
92210,Indian Wells,CA,33.70043,-116.34019
95722,Meadow Vista,CA,39.00591,-121.02842
99109,Chewelah,WA,48.28532,-117.70135
97114,Dayton,OR,45.1824,-123.07179
98576,Rainier,WA,46.83741,-122.63546
97032,Hubbard,OR,45.17924,-122.7853
98359,Olalla,WA,47.43045,-122.57661
98365,Port Ludlow,WA,47.89513,-122.70283
95222,Angels Camp,CA,38.06467,-120.62048
97467,Reedsport,OR,43.71022,-123.95643
97630,Lakeview,OR,42.31317,-120.36637
97106,Banks,OR,45.65471,-123.13347
92278,Twentynine Palms,CA,34.22989,-116.05507
97913,Nyssa,OR,43.61127,-117.32015
98851,Soap Lake,WA,47.42069,-119.42514
92823,Brea,CA,33.92942,-117.80683
98840,Okanogan,WA,48.31467,-119.56659
96013,Burney,CA,41.0015,-121.68639
93501,Mojave,CA,35.06841,-118.1845
93225,Frazier Park,CA,34.7747,-119.01985
95365,Planada,CA,37.33109,-120.29484
97133,North Plains,OR,45.68195,-123.01959
92121,San Diego,CA,32.89918,-117.20233
93272,Tipton,CA,36.05086,-119.34644
94005,Brisbane,CA,37.68872,-122.40798
96088,Shingletown,CA,40.50989,-121.8795
95685,Sutter Creek,CA,38.43107,-120.76783
98349,Lakebay,WA,47.26622,-122.77272
98640,Ocean Park,WA,46.54758,-124.04613
94951,Penngrove,CA,38.32084,-122.64615
92397,Wrightwood,CA,34.36701,-117.62729
92539,Anza,CA,33.5135,-116.64385
95228,Copperopolis,CA,37.95167,-120.69219
96064,Montague,CA,41.75995,-122.36209
97119,Gaston,OR,45.46866,-123.19967
97374,Scio,OR,44.6927,-122.78396
98524,Allyn,WA,47.35771,-122.86367
95328,Keyes,CA,37.55824,-120.90985
93451,San Miguel,CA,35.90037,-120.59288
97026,Gervais,OR,45.10668,-122.95108
92382,Running Springs,CA,34.20542,-117.11801
98051,Ravensdale,WA,47.34072,-121.88739
95938,Durham,CA,39.60303,-121.79879
97720,Burns,OR,43.56855,-118.84711
91906,Campo,CA,32.65946,-116.46057
99003,Chattaroy,WA,47.91839,-117.28467
98237,Concrete,WA,48.59328,-121.68519
98249,Freeland,WA,48.01818,-122.5391
98232,Bow,WA,48.56535,-122.41566
97458,Myrtle Point,OR,43.05967,-124.01846
95614,Cool,CA,38.88376,-120.98287
97525,Gold Hill,OR,42.44371,-123.07484
95665,Pine Grove,CA,38.40208,-120.65144
97148,Yamhill,OR,45.35589,-123.24658
97362,Mount Angel,OR,45.06916,-122.77021
97101,Amity,OR,45.09043,-123.21732
93202,Armona,CA,36.31335,-119.70853
98844,Oroville,WA,48.91594,-119.2444
97818,Boardman,OR,45.77477,-119.87004
97004,Beavercreek,OR,45.25113,-122.46006
99111,Colfax,WA,46.85372,-117.42452
97918,Vale,OR,44.04162,-117.36115
95004,Aromas,CA,36.87409,-121.633
95045,San Juan Bautista,CA,36.83417,-121.52738
93235,Ivanhoe,CA,36.38984,-119.2199
98257,La Conner,WA,48.41605,-122.5095
95236,Linden,CA,38.03949,-121.02943
95633,Garden Valley,CA,38.84782,-120.82584
99357,Royal City,WA,46.89138,-119.66058
97761,Warm Springs,OR,44.84165,-121.29841
98570,Onalaska,WA,46.63827,-122.63651
98266,Maple Falls,WA,48.9533,-122.12832
95655,Mather,CA,38.54957,-121.27931
97127,Lafayette,OR,45.2461,-123.11145
94129,San Francisco,CA,37.79753,-122.46682
97844,Irrigon,OR,45.87421,-119.55845
99122,Davenport,WA,47.67761,-118.20799
98251,Gold Bar,WA,47.90263,-121.54536
99009,Elk,WA,48.01865,-117.2544
93660,San Joaquin,CA,36.58284,-120.176
98380,Seabeck,WA,47.57555,-122.90221
98935,Mabton,WA,46.1314,-120.08637
98937,Naches,WA,46.808,-121.16104
93953,Pebble Beach,CA,36.58571,-121.94389
95247,Murphys,CA,38.13806,-120.4532
91708,Chino,CA,33.95397,-117.64045
97115,Dundee,OR,45.27229,-123.02701
95379,Tuolumne,CA,37.94693,-120.19399
96073,Palo Cedro,CA,40.59529,-122.20186
90704,Avalon,CA,33.38251,-118.43439
97231,Portland,OR,45.67949,-122.82746
94508,Angwin,CA,38.57675,-122.4442
98333,Fox Island,WA,47.24771,-122.62561
93675,Squaw Valley,CA,36.72283,-119.19346
99323,Burbank,WA,46.19237,-118.84285
97463,Oakridge,OR,43.74772,-122.40384
96055,Los Molinos,CA,40.08519,-122.03562
95053,Santa Clara,CA,37.34878,-121.93768
94304,Palo Alto,CA,37.38187,-122.17392
94535,Travis Afb,CA,38.28467,-121.93269
98245,Eastsound,WA,48.66637,-122.91025
90010,Los Angeles,CA,34.06211,-118.31577
95627,Esparto,CA,38.72619,-122.01421
90089,Los Angeles,CA,34.02442,-118.28033
95423,Clearlake Oaks,CA,39.06486,-122.62739
92140,San Diego,CA,32.7401,-117.19796
97462,Oakland,OR,43.48633,-123.38294
95917,Biggs,CA,39.41906,-121.76252
99328,Dayton,WA,46.25661,-117.86548
98601,Amboy,WA,45.95632,-122.36119
98947,Tieton,WA,46.68755,-120.80146
95623,El Dorado,CA,38.59673,-120.85855
95237,Lockeford,CA,38.16165,-121.14989
96035,Gerber,CA,40.04685,-122.18201
99343,Mesa,WA,46.59183,-119.17937
94111,San Francisco,CA,37.79891,-122.39834
95383,Twain Harte,CA,38.10788,-120.23286
95258,Woodbridge,CA,38.16833,-121.31028
98857,Warden,WA,46.98565,-119.05068
96143,Kings Beach,CA,39.25155,-120.02471
97624,Chiloquin,OR,42.74175,-121.70551
97111,Carlton,OR,45.2916,-123.1957
96093,Weaverville,CA,40.75873,-122.93795
95634,Georgetown,CA,38.93581,-120.77167
93523,Edwards,CA,34.93098,-117.85026
95321,Groveland,CA,37.86092,-120.02585
93602,Auberry,CA,37.03501,-119.31428
93242,Laton,CA,36.44207,-119.7277
95546,Hoopa,CA,41.16034,-123.7327
94038,Moss Beach,CA,37.52184,-122.50633
92661,Newport Beach,CA,33.60262,-117.90038
97734,Culver,OR,44.54038,-121.33486
97017,Colton,OR,45.17177,-122.38501
95562,Rio Dell,CA,40.4624,-124.12516
93437,Lompoc,CA,34.73737,-120.54348
97022,Eagle Creek,OR,45.34598,-122.33038
97327,Brownsville,OR,44.37503,-122.9476
97396,Willamina,OR,45.11938,-123.52159
93265,Springville,CA,36.19567,-118.6826
98591,Toledo,WA,46.44269,-122.74286
98610,Carson,WA,45.86735,-122.0707
99011,Fairchild Air Force Base,WA,47.61883,-117.64812
97368,Otis,OR,45.00593,-123.90625
93921,Carmel By The Sea,CA,36.55396,-121.92296
97539,Shady Cove,OR,42.60007,-122.79042
98557,Mccleary,WA,47.04402,-123.26797
94525,Crockett,CA,38.05278,-122.23117
98546,Grapeview,WA,47.31681,-122.93542
98039,Medina,WA,47.63305,-122.23961
96114,Janesville,CA,40.29473,-120.49696
96122,Portola,CA,39.82647,-120.47237
95982,Sutter,CA,39.18314,-121.80465
91330,Northridge,CA,34.24765,-118.52607
98631,Long Beach,WA,46.38858,-124.03692
96137,Westwood,CA,40.2688,-121.02969
97053,Warren,OR,45.82711,-122.88583
98648,Stevenson,WA,45.70807,-121.95486
95457,Lower Lake,CA,38.88145,-122.5316
93066,Somis,CA,34.28856,-119.0295
95442,Glen Ellen,CA,38.37674,-122.51286
98831,Manson,WA,47.9346,-120.1301
98392,Suquamish,WA,47.73296,-122.5629
97455,Pleasant Hill,OR,43.9646,-122.91734
93650,Fresno,CA,36.84071,-119.79965
97019,Corbett,OR,45.51019,-122.21108
97064,Vernonia,OR,45.87265,-123.22833
97828,Enterprise,OR,45.7068,-117.2286
94964,San Quentin,CA,37.94315,-122.49181
97385,Sublimity,OR,44.86655,-122.72835
98240,Custer,WA,48.9473,-122.62133
99166,Republic,WA,48.5717,-118.64454
95684,Somerset,CA,38.59699,-120.58455
97875,Stanfield,OR,45.81938,-119.13834
94599,Yountville,CA,38.41119,-122.36068
92256,Morongo Valley,CA,34.07707,-116.6064
92536,Aguanga,CA,33.49288,-116.83491
98339,Port Hadlock,WA,48.01877,-122.74952
94130,San Francisco,CA,37.82048,-122.36952
98612,Cathlamet,WA,46.21778,-123.32552
97041,Mount Hood Parkdale,OR,45.4397,-121.61989
98314,Bremerton,WA,47.55595,-122.6387
97042,Mulino,OR,45.20577,-122.53452
95458,Lucerne,CA,39.15052,-122.7474
90021,Los Angeles,CA,34.02931,-118.23873
97437,Elmira,OR,44.09688,-123.38908
96041,Hayfork,CA,40.52362,-123.19445
95918,Browns Valley,CA,39.29654,-121.3334
95536,Ferndale,CA,40.51692,-124.27436
98340,Hansville,WA,47.9023,-122.56348
97331,Corvallis,OR,44.56463,-123.28037
93430,Cayucos,CA,35.49234,-120.92555
94720,Berkeley,CA,37.87396,-122.25477
98813,Bridgeport,WA,48.01416,-119.60655
97845,John Day,OR,44.40179,-118.90315
97456,Monroe,OR,44.34026,-123.36052
98261,Lopez Island,WA,48.48381,-122.88303
93643,North Fork,CA,37.22644,-119.4668
98938,Outlook,WA,46.38829,-120.09413
97131,Nehalem,OR,45.74026,-123.82081
92365,Newberry Springs,CA,34.89977,-116.6491
97469,Riddle,OR,42.92196,-123.42468
98244,Deming,WA,48.80005,-121.9544
90058,Los Angeles,CA,34.00244,-118.21392
92230,Cabazon,CA,33.91058,-116.76598
95951,Hamilton City,CA,39.71694,-122.00226
93532,Lake Hughes,CA,34.68472,-118.54415
97341,Depoe Bay,OR,44.80892,-124.05122
95223,Arnold,CA,38.43419,-119.97443
92061,Pauma Valley,CA,33.29851,-116.92484
96032,Fort Jones,CA,41.60675,-122.96422
95485,Upper Lake,CA,39.2171,-122.92043
92275,Salton City,CA,33.25184,-115.85659
97544,Williams,OR,42.13221,-123.31332
92036,Julian,CA,33.02136,-116.49121
92281,Westmorland,CA,33.05175,-115.60873
97380,Siletz,OR,44.77822,-123.93679
93616,Del Rey,CA,36.65535,-119.59388
95428,Covelo,CA,39.82723,-123.17885
93453,Santa Margarita,CA,35.34703,-120.19726
95329,La Grange,CA,37.67563,-120.40341
97753,Powell Butte,OR,44.23519,-121.01555
95461,Middletown,CA,38.76112,-122.59664
97623,Bonanza,OR,42.18157,-121.31966
97532,Merlin,OR,42.57181,-123.52213
98856,Twisp,WA,48.37294,-120.25319
98295,Sumas,WA,48.97181,-122.22851
95333,Le Grand,CA,37.24229,-120.24045
97883,Union,OR,45.15518,-117.61966
92662,Newport Beach,CA,33.60547,-117.89204
92549,Idyllwild,CA,33.77046,-116.7441
98595,Westport,WA,46.88232,-124.10849
95460,Mendocino,CA,39.30879,-123.75604
95464,Nice,CA,39.12829,-122.84919
94037,Montara,CA,37.55433,-122.49667
99169,Ritzville,WA,47.112,-118.35868
95663,Penryn,CA,38.85575,-121.18231
93252,Maricopa,CA,34.72503,-119.21492
97358,Lyons,OR,44.80596,-122.41273
93271,Three Rivers,CA,36.45921,-118.77808
93285,Wofford Heights,CA,35.71608,-118.50242
98828,Malaga,WA,47.30561,-120.17619
98568,Oakville,WA,46.85486,-123.31387
98862,Winthrop,WA,48.58164,-120.28825
97360,Mill City,OR,44.76528,-122.47458
98847,Peshastin,WA,47.44055,-120.64667
93261,Richgrove,CA,35.80852,-119.12814
92285,Landers,CA,34.34017,-116.54047
90067,Los Angeles,CA,34.0577,-118.41402
93626,Friant,CA,37.04218,-119.6807
97417,Canyonville,OR,42.95311,-123.23005
97827,Elgin,OR,45.58794,-117.84525
93667,Tollhouse,CA,36.95577,-119.32515
96020,Chester,CA,40.367,-121.29632
95002,Alviso,CA,37.44201,-122.0052
